id,name,description,imageUrl,appUrl,tags,version,lastUpdated,status,category,ai_engineer,for-ruthran's-reference,ai_studio,json,share,comments
app-unique-041,Recommendation Engines,Increase sales and engagement by providing personalized product and content recommendations to your users.,https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/app-images/marketing_recommendation_engine.png,https://apps.hereandnowai.com/apps/market_recomendation/,"Recommendation Engine, Personalization, E-commerce AI, Machine Learning",1.0.0,2025-06-15,Beta,Marketing,Arlin,,"https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%221W0sfHq3kol7e3NAetNmaoI35UYRQrSqi%22%5D,%22action%22:%22open%22,%22userId%22:%22111264934302862091825%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing","{""brand"":{""appName"":""Recommendation Engines"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-042,Image Processing,"Automate the analysis, tagging, and optimization of images for your marketing campaigns and digital assets.",,,"Image Recognition, Computer Vision, AI Marketing, Digital Asset Management",1.0.0,2025-06-15,unassigned,Marketing,Sakthi,,,"{""brand"":{""appName"":""Image Processing"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-043,Dynamic Pricing Optimization,Maximize revenue and adapt to market changes with AI-driven dynamic pricing strategies for your products and services.,https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/app-images/dynamic_pricing_optimization.png,https://apps.hereandnowai.com/apps/dynamic_pricing/,"Dynamic Pricing, AI Pricing, Revenue Management, E-commerce Optimization",1.0.0,2025-06-15,Beta,Marketing,Rashini,,"https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%221m8arcad2bhEqHLOo68vrGWOPLQc1aXkh%22%5D,%22action%22:%22open%22,%22userId%22:%22117444904105802553679%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing","{""brand"":{""appName"":""Dynamic Pricing Optimization"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-044,Marketing Campaign Optimization,Optimize your marketing campaigns in real-time with AI that analyzes performance data and provides actionable recommendations.,https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/app-images/marketing_campaign_optimizer.png,https://apps.hereandnowai.com/apps/marketing_campaign_optimizer/,"Campaign Optimization, Marketing Analytics, ROI, Performance Marketing",1.0.0,2025-06-16,Beta,Marketing,Adhithya,,"https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%221tNy6ZkvRsyn3U-MVx9KPOr4yAcJVWcgQ%22%5D,%22action%22:%22open%22,%22userId%22:%22110862150491804775382%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing","{""brand"":{""appName"":""Marketing Campaign Optimization"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-045,Personalized Email Marketing,Boost open rates and conversions with AI-powered email campaigns that deliver personalized content to every subscriber.,https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/app-images/personalised_Email_Marketing_thumbnail.png,https://apps.hereandnowai.com/apps/email_marketting_specialist/,"Email Marketing, Personalization, Marketing Automation, AI Email",1.0.0,2025-06-15,assigned,Marketing,Bilmia,,"https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%221Tp3Oytj3x5ZWxLwH50ZiGKALQGehxgxY%22%5D,%22action%22:%22open%22,%22userId%22:%22113083262498237645175%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing","{""brand"":{""appName"":""Personalized Email Marketing"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-046,Influencer Marketing Identification,Identify the most relevant and effective influencers for your brand using AI to analyze audience demographics and engagement.,https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/app-images/INFLUENCER%20MARKETING%20IDENTIFICATION.png,,"Influencer Marketing, AI Marketing, Social Media Analytics, Brand Partnerships",1.0.0,2025-06-15,assigned,Marketing,Rashini,,"https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%2213b-YyU4UPj0y_QNFD9lOYcAqcNhMg5Fg%22%5D,%22action%22:%22open%22,%22userId%22:%22112380934985809238308%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing","{""brand"":{""appName"":""Influencer Marketing Identification"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-047,Marketing Mix Modeling,Determine the effectiveness of your marketing channels and optimize your budget allocation with sophisticated AI modeling.,https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/app-images/marketing_mix_modelling.png,https://apps.hereandnowai.com/apps/marketting_mix_modelling/,"Marketing Mix Modeling, MMM, Marketing Analytics, ROI Analysis",1.0.0,2025-06-15,assigned,Marketing,Arlin,,"https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%221Kpm7hFjtheIgzf5_M89YDxVC-j9UuQts%22%5D,%22action%22:%22open%22,%22userId%22:%22111264934302862091825%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing","{""brand"":{""appName"":""Marketing Mix Modeling"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-048,Predictive Analytics for Customer LTV,Forecast the lifetime value of your customers and tailor your marketing strategies to maximize long-term profitability.,https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/app-images/Predictive%20Analytics%20for%20Customer%20LTV.png,https://apps.hereandnowai.com/apps/predictive_analytics_customer_ltv/,"Customer Lifetime Value, CLV, Predictive Analytics, Retention Marketing",1.0.0,2025-06-16,Beta,Marketing,Sakthi,,https://aistudio.google.com/apps/drive/1fxgxpBVk_Qhf076D1IQ1xlNHtaVNLqzF?showAssistant=true&showCode=true&showFileTree=true&showTreeView=true&showPreview=true&resourceKey=,"{""brand"":{""appName"":""Predictive Analytics for Customer LTV"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-049,Voice Search Optimization,"Optimize your content to be discovered through voice assistants like Alexa and Google Assistant, capturing a growing audience.",https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/app-images/voice_search_optimization_thubnail.png,https://apps.hereandnowai.com/apps/voice_optimizer/#/content-analyzer,"Voice Search, SEO, Voice SEO, AI Marketing",1.0.0,2025-06-15,assigned,Marketing,Bilmia,,"https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%221_B_OCRjaa0dRdektcCKOAUqEtkaBQmTy%22%5D,%22action%22:%22open%22,%22userId%22:%22113756723452144696577%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing","{""brand"":{""appName"":""Voice Search Optimization"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-050,Predictive Maintenance,Minimize equipment downtime and reduce operational costs by predicting maintenance needs before failures occur.,,,"Predictive Maintenance, Industry 4.0, IIoT, Manufacturing AI",1.0.0,2025-06-15,unassigned,Production/Manufacturing,Sakthi,,,"{""brand"":{""appName"":""Predictive Maintenance"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-051,Quality Control using Computer Vision,Automate product inspection and identify defects with high accuracy using advanced computer vision technology.,,https://apps.hereandnowai.com/apps/predictive-maintenance-assistant,"Computer Vision, Quality Control, Manufacturing AI, Defect Detection",1.0.0,2025-06-15,unassigned,Production/Manufacturing,Kawshik,predictive-maintenance-assistant,https://aistudio.google.com/apps/drive/1CQk3OPVy2AMbR-vwsMCmYXAuOYkMQ1Ik?showAssistant=true&showCode=true&showFileTree=true&showTreeView=true&showPreview=true&resourceKey=,"{""brand"":{""appName"":""Quality Control using Computer Vision"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-052,Robot Process Automation (RPA),Automate repetitive and rule-based tasks on the factory floor and in back-office operations to increase efficiency.,,,"RPA, Manufacturing Automation, Process Automation, Robotics",1.0.0,2025-06-15,unassigned,Production/Manufacturing,Sakthi,,,"{""brand"":{""appName"":""Robot Process Automation (RPA)"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-053,Supply Chain Optimization,"Optimize your supply chain from end to end, improving logistics, inventory management, and demand forecasting with AI.",,,"Supply Chain AI, Logistics Optimization, Inventory Management, Demand Forecasting",1.0.0,2025-06-15,unassigned,Production/Manufacturing,Sakthi,,,"{""brand"":{""appName"":""Supply Chain Optimization"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-054,Demand Forecasting,"Accurately predict product demand to optimize inventory levels, production schedules, and resource allocation.",,,"Demand Forecasting, Supply Chain Management, Predictive Analytics, Inventory Optimization",1.0.0,2025-06-15,unassigned,Production/Manufacturing,Sakthi,,,"{""brand"":{""appName"":""Demand Forecasting"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
app-unique-055,Autonomous Robots,"Deploy autonomous mobile robots (AMRs) and robotic arms to automate material handling, assembly, and other manufacturing tasks.",,,"Autonomous Robots, Robotics, Manufacturing Automation, Industry 4.0",1.0.0,2025-06-15,unassigned,Production/Manufacturing,Sakthi,,,"{""brand"":{""appName"":""Autonomous Robots"",""organizationShortName"":""HERE AND NOW AI"",""organizationLongName"":""HERE AND NOW AI - Artificial Intelligence Research Institute"",""website"":""https://hereandnowai.com"",""email"":""info@hereandnowai.com"",""mobile"":""+91 996 296 1000"",""slogan"":""designed with passion for innovation"",""colors"":{""primary"":""#FFDF00"",""secondary"":""#004040""},""logo"":{""title"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/HNAI%20Title%20-Teal%20%26%20Golden%20Logo%20-%20DESIGN%203%20-%20Raj-07.png"",""favicon"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/favicon-logo-with-name.png""},""chatbot"":{""avatar"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel.jpeg"",""face"":""https://raw.githubusercontent.com/hereandnowai/images/refs/heads/main/logos/caramel-face.jpeg""},""socialMedia"":{""blog"":""https://hereandnowai.com/blog"",""linkedin"":""https://www.linkedin.com/company/hereandnowai/"",""instagram"":""https://instagram.com/hereandnow_ai"",""github"":""https://github.com/hereandnowai"",""x"":""https://x.com/hereandnow_ai"",""youtube"":""https://youtube.com/@hereandnow_ai""}}}","stagiaire@hereandnow.co.in, ruthran@hereandnow.co.in, ai@hereandnow.co.in",
